Agency,Agency Type,Distribution Channel,Product Name,Duration,Destination,Net Sales,Commision (in value),Age,Claim
EPX,0,0,Cancellation Plan,29,Others,10.0,0.0,36,0
EPX,0,0,Cancellation Plan,2,Others,11.0,0.0,35,0
Others,0,1,Others,72,MALAYSIA,30.0,10.5,70,0
C2B,1,0,Others,3,SINGAPORE,18.5,4.63,36,0
CWT,0,0,Rental Vehicle Excess Insurance,6,Others,29.7,17.82,52,0
EPX,0,0,2 way Comprehensive Plan,7,Others,26.0,0.0,36,0
EPX,0,0,Cancellation Plan,95,Others,10.0,0.0,31,0
C2B,1,0,Others,5,SINGAPORE,20.25,5.06,37,0
EPX,0,0,Cancellation Plan,26,MALAYSIA,10.0,0.0,23,0
C2B,1,0,Others,19,SINGAPORE,27.0,6.75,51,0
CWT,0,0,Rental Vehicle Excess Insurance,12,Others,29.7,17.82,58,0
JZI,1,0,Others,4,THAILAND,18.0,6.3,38,0
EPX,0,0,2 way Comprehensive Plan,15,THAILAND,21.0,0.0,36,1
C2B,1,0,Others,23,SINGAPORE,81.5,20.38,41,0
C2B,1,0,Others,9,SINGAPORE,22.5,5.63,28,0
EPX,0,0,2 way Comprehensive Plan,20,Others,20.0,0.0,47,0
JZI,1,0,Others,73,Others,22.0,7.7,45,0
Others,1,0,Others,17,Others,22.61,7.91,48,0
EPX,0,0,Cancellation Plan,4,Others,10.0,0.0,42,0
CWT,0,0,Rental Vehicle Excess Insurance,18,Others,39.6,23.76,31,0
EPX,0,0,Cancellation Plan,82,Others,52.0,0.0,37,0
EPX,0,0,Cancellation Plan,2,Others,19.0,0.0,36,0
Others,1,0,Others,54,SINGAPORE,5.8,1.63,48,0
EPX,0,0,Others,30,Others,60.0,0.0,36,0
EPX,0,0,Cancellation Plan,17,Others,80.0,0.0,43,0
EPX,0,0,Cancellation Plan,4,THAILAND,14.0,0.0,24,0
JZI,1,0,Others,16,Others,18.0,6.3,35,0
CWT,0,0,Rental Vehicle Excess Insurance,8,MALAYSIA,39.6,23.76,44,0
C2B,1,0,Others,7,SINGAPORE,29.5,7.38,30,0
EPX,0,0,Cancellation Plan,56,SINGAPORE,10.0,0.0,35,0
EPX,0,0,2 way Comprehensive Plan,82,MALAYSIA,20.0,0.0,36,0
C2B,1,0,Others,4,SINGAPORE,16.0,4.0,61,0
CWT,0,0,Rental Vehicle Excess Insurance,6,MALAYSIA,39.6,23.76,57,0
EPX,0,0,Cancellation Plan,56,Others,71.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,18,Others,69.3,41.58,32,1
EPX,0,0,2 way Comprehensive Plan,22,Others,112.0,0.0,36,0
EPX,0,0,Cancellation Plan,9,Others,20.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,89,CHINA,40.0,0.0,36,0
EPX,0,0,Cancellation Plan,28,SINGAPORE,21.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,31,THAILAND,20.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,59,Others,112.0,0.0,36,0
EPX,0,0,Others,35,Others,41.0,0.0,36,1
CWT,0,0,Rental Vehicle Excess Insurance,34,Others,0.0,47.52,25,0
C2B,1,0,Others,6,SINGAPORE,24.5,6.13,62,0
EPX,0,0,Cancellation Plan,28,Others,10.0,0.0,29,0
EPX,0,0,Cancellation Plan,14,THAILAND,21.0,0.0,47,0
EPX,0,0,Others,71,SINGAPORE,20.0,0.0,43,0
EPX,0,0,2 way Comprehensive Plan,16,CHINA,37.0,0.0,36,0
EPX,0,0,Cancellation Plan,13,Others,21.0,0.0,36,0
EPX,0,0,Others,38,Others,20.0,0.0,36,0
C2B,1,0,Others,16,SINGAPORE,58.2,14.55,43,0
CWT,0,0,Rental Vehicle Excess Insurance,28,Others,19.8,11.88,29,0
JZI,1,0,Others,8,THAILAND,0.0,7.7,57,0
C2B,1,0,Others,4,SINGAPORE,22.5,5.63,44,0
C2B,1,0,Others,79,SINGAPORE,95.0,23.75,20,0
EPX,0,0,Cancellation Plan,3,Others,11.0,0.0,49,0
Others,1,0,Others,4,SINGAPORE,10.74,3.01,48,0
EPX,0,0,Cancellation Plan,9,SINGAPORE,40.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,11,Others,69.3,41.58,46,0
EPX,0,0,Others,5,Others,24.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,5,Others,29.7,17.82,31,0
JZI,1,0,Others,23,CHINA,26.0,9.1,42,0
EPX,0,0,2 way Comprehensive Plan,6,Others,33.0,0.0,36,0
JZI,1,0,Others,21,Others,26.0,9.1,23,0
EPX,0,0,Cancellation Plan,39,Others,10.0,0.0,36,0
Others,1,0,Others,2,Others,15.0,6.0,61,0
C2B,1,0,Others,36,SINGAPORE,31.8,7.95,38,0
EPX,0,0,2 way Comprehensive Plan,4,CHINA,32.0,0.0,36,0
EPX,0,0,Cancellation Plan,50,Others,12.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,56,THAILAND,112.0,0.0,36,0
EPX,0,0,Cancellation Plan,10,THAILAND,24.0,0.0,36,0
JZI,1,0,Others,16,Others,44.0,15.4,59,0
CWT,0,0,Rental Vehicle Excess Insurance,4,THAILAND,39.6,23.76,31,0
CWT,0,0,Rental Vehicle Excess Insurance,95,Others,138.6,83.16,59,0
EPX,0,0,2 way Comprehensive Plan,12,THAILAND,35.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,19,Others,108.9,65.34,49,0
EPX,0,0,2 way Comprehensive Plan,33,Others,112.0,0.0,30,0
Others,1,0,Others,2,Others,15.0,6.0,44,0
EPX,0,0,Cancellation Plan,55,THAILAND,21.0,0.0,44,0
C2B,1,0,Others,44,SINGAPORE,17.55,4.39,64,0
EPX,0,0,Cancellation Plan,58,Others,80.0,0.0,27,0
EPX,0,0,Cancellation Plan,68,MALAYSIA,10.0,0.0,36,0
EPX,0,0,Cancellation Plan,8,SINGAPORE,52.0,0.0,36,0
EPX,0,0,Cancellation Plan,46,Others,17.0,0.0,59,0
JZI,1,0,Others,3,Others,22.0,7.7,37,0
EPX,0,0,Cancellation Plan,11,Others,46.0,0.0,36,0
EPX,0,0,Others,7,Others,41.0,0.0,36,0
EPX,0,0,Cancellation Plan,8,CHINA,80.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,8,MALAYSIA,29.7,17.82,55,0
EPX,0,0,Cancellation Plan,8,Others,31.0,0.0,36,0
EPX,0,0,Cancellation Plan,13,SINGAPORE,41.0,0.0,36,0
EPX,0,0,Cancellation Plan,47,Others,37.0,0.0,36,0
C2B,1,0,Others,14,SINGAPORE,33.5,8.38,28,0
EPX,0,0,Cancellation Plan,8,Others,10.0,0.0,36,0
JZI,1,0,Others,65,Others,35.0,12.25,63,0
EPX,0,0,Cancellation Plan,6,MALAYSIA,13.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,59,THAILAND,22.0,0.0,36,0
EPX,0,0,Cancellation Plan,8,Others,15.0,0.0,36,0
JZI,1,0,Others,55,Others,18.0,6.3,36,0
EPX,0,0,Cancellation Plan,8,CHINA,20.0,0.0,49,0
CWT,0,0,Rental Vehicle Excess Insurance,9,Others,19.8,11.88,31,0
EPX,0,0,2 way Comprehensive Plan,6,CHINA,37.0,0.0,36,0
C2B,1,0,Others,41,SINGAPORE,24.5,6.13,40,0
EPX,0,0,2 way Comprehensive Plan,31,Others,112.0,0.0,36,0
EPX,0,0,Cancellation Plan,24,Others,29.0,0.0,36,0
JZI,1,0,Others,9,CHINA,22.0,7.7,66,0
JZI,1,0,Others,7,CHINA,22.0,7.7,47,0
C2B,1,0,Others,10,SINGAPORE,27.0,6.75,26,1
EPX,0,0,Cancellation Plan,23,Others,26.0,0.0,36,0
EPX,0,0,Cancellation Plan,15,Others,45.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,87,Others,9.9,5.94,39,0
EPX,0,0,2 way Comprehensive Plan,27,Others,28.0,0.0,36,0
Others,1,0,Others,45,SINGAPORE,1.35,0.38,48,0
EPX,0,0,Cancellation Plan,6,SINGAPORE,10.0,0.0,28,0
EPX,0,0,Cancellation Plan,44,Others,10.0,0.0,36,0
EPX,0,0,Cancellation Plan,3,MALAYSIA,10.0,0.0,36,0
C2B,1,0,Others,10,SINGAPORE,20.0,5.0,43,0
EPX,0,0,2 way Comprehensive Plan,12,Others,20.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,33,Others,112.0,0.0,57,0
CWT,0,0,Rental Vehicle Excess Insurance,59,MALAYSIA,19.8,11.88,45,0
JZI,1,0,Others,34,Others,26.0,9.1,62,0
JZI,1,0,Others,80,MALAYSIA,30.0,10.5,56,0
JZI,1,0,Others,52,Others,58.0,20.3,42,0
EPX,0,0,2 way Comprehensive Plan,21,CHINA,37.0,0.0,36,0
EPX,0,0,Others,10,MALAYSIA,20.0,0.0,36,0
EPX,0,0,Cancellation Plan,33,Others,15.0,0.0,62,0
EPX,0,0,2 way Comprehensive Plan,28,Others,20.0,0.0,23,0
CWT,0,0,Rental Vehicle Excess Insurance,8,THAILAND,29.7,17.82,35,0
EPX,0,0,Cancellation Plan,35,THAILAND,13.0,0.0,51,0
CWT,0,0,Rental Vehicle Excess Insurance,51,MALAYSIA,69.3,41.58,65,0
C2B,1,0,Others,19,SINGAPORE,27.0,6.75,47,0
EPX,0,0,Cancellation Plan,12,Others,10.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,33,Others,23.0,0.0,36,0
EPX,0,0,Cancellation Plan,4,CHINA,26.0,0.0,36,0
EPX,0,0,Cancellation Plan,5,Others,80.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,3,MALAYSIA,19.8,11.88,44,0
JZI,1,0,Others,34,Others,40.0,14.0,17,0
EPX,0,0,2 way Comprehensive Plan,39,Others,86.0,0.0,36,0
EPX,0,0,Cancellation Plan,29,Others,31.0,0.0,35,0
JZI,1,0,Others,12,CHINA,35.0,12.25,52,0
EPX,0,0,Cancellation Plan,10,MALAYSIA,25.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,20,SINGAPORE,20.0,0.0,29,0
Others,0,1,Others,71,THAILAND,30.0,10.5,46,0
CWT,0,0,Rental Vehicle Excess Insurance,98,Others,0.0,47.52,45,0
EPX,0,0,2 way Comprehensive Plan,52,Others,99.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,33,Others,39.6,23.76,31,0
CWT,0,0,Rental Vehicle Excess Insurance,33,Others,39.6,23.76,41,0
Others,0,0,Others,55,Others,86.0,32.68,48,0
EPX,0,0,Others,3,Others,51.0,0.0,52,0
CWT,0,0,Rental Vehicle Excess Insurance,67,Others,138.6,83.16,31,0
JZI,1,0,Others,86,MALAYSIA,56.0,19.6,33,0
EPX,0,0,2 way Comprehensive Plan,50,Others,102.0,0.0,73,0
JZI,1,0,Others,23,THAILAND,22.0,7.7,39,0
Others,0,0,Others,10,Others,33.0,12.54,48,0
JZI,1,0,Others,21,Others,45.0,15.75,38,0
EPX,0,0,Cancellation Plan,10,Others,15.0,0.0,36,0
EPX,0,0,Cancellation Plan,39,Others,80.0,0.0,60,0
CWT,0,0,Rental Vehicle Excess Insurance,4,MALAYSIA,9.9,5.94,31,0
C2B,1,0,Others,12,SINGAPORE,16.0,4.0,52,0
EPX,0,0,2 way Comprehensive Plan,17,CHINA,70.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,86,CHINA,54.0,0.0,36,0
EPX,0,0,Cancellation Plan,38,Others,80.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,18,Others,34.0,0.0,36,0
JZI,1,0,Others,40,Others,35.0,12.25,34,0
JZI,1,0,Others,4,Others,18.0,6.3,36,0
C2B,1,0,Others,6,SINGAPORE,21.0,5.25,29,0
Others,0,0,Others,39,Others,38.0,14.44,48,0
C2B,1,0,Others,41,SINGAPORE,29.5,7.38,22,0
EPX,0,0,Others,20,Others,22.0,0.0,36,0
EPX,0,0,Cancellation Plan,4,SINGAPORE,19.0,0.0,36,0
EPX,0,0,Cancellation Plan,3,Others,10.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,44,Others,19.8,11.88,34,0
EPX,0,0,2 way Comprehensive Plan,8,SINGAPORE,20.0,0.0,51,0
EPX,0,0,2 way Comprehensive Plan,34,Others,29.0,0.0,36,0
C2B,1,0,Others,23,SINGAPORE,72.0,18.0,30,0
JZI,1,0,Others,58,Others,40.0,14.0,47,0
CWT,0,0,Rental Vehicle Excess Insurance,29,Others,9.9,5.94,53,0
Others,1,0,Others,44,Others,23.0,9.2,38,0
EPX,0,0,Cancellation Plan,18,Others,10.0,0.0,20,0
EPX,0,0,Cancellation Plan,12,SINGAPORE,61.0,0.0,36,0
C2B,1,0,Others,30,SINGAPORE,56.5,14.13,59,0
EPX,0,0,2 way Comprehensive Plan,19,THAILAND,20.0,0.0,37,0
Others,1,0,Others,32,SINGAPORE,0.92,0.26,48,0
EPX,0,0,2 way Comprehensive Plan,6,CHINA,39.0,0.0,34,0
EPX,0,0,Others,15,SINGAPORE,20.0,0.0,36,0
EPX,0,0,Cancellation Plan,88,SINGAPORE,10.0,0.0,30,0
EPX,0,0,Cancellation Plan,77,Others,80.0,0.0,35,0
JZI,1,0,Others,34,Others,22.0,7.7,49,0
C2B,1,0,Others,18,SINGAPORE,62.25,15.56,35,0
EPX,0,0,Cancellation Plan,20,Others,11.0,0.0,28,0
EPX,0,0,Cancellation Plan,1,Others,24.0,0.0,60,0
EPX,0,0,Cancellation Plan,14,CHINA,10.0,0.0,29,0
EPX,0,0,Cancellation Plan,8,THAILAND,10.0,0.0,46,0
EPX,0,0,2 way Comprehensive Plan,31,Others,70.0,0.0,36,0
C2B,1,0,Others,40,SINGAPORE,65.65,16.41,54,0
CWT,0,0,Rental Vehicle Excess Insurance,45,Others,79.2,47.52,31,0
EPX,0,0,2 way Comprehensive Plan,15,Others,29.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,48,Others,42.0,0.0,36,0
EPX,0,0,Cancellation Plan,90,Others,80.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,28,Others,128.7,77.22,66,0
EPX,0,0,Others,4,SINGAPORE,20.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,46,Others,112.0,0.0,40,0
C2B,1,0,Others,4,SINGAPORE,18.0,4.5,25,0
CWT,0,0,Rental Vehicle Excess Insurance,50,Others,49.5,29.7,34,0
CWT,0,0,Rental Vehicle Excess Insurance,17,MALAYSIA,9.9,5.94,31,0
JZI,1,0,Others,58,Others,63.0,22.05,17,0
EPX,0,0,Cancellation Plan,22,CHINA,17.0,0.0,36,0
EPX,0,0,Cancellation Plan,86,Others,11.0,0.0,21,0
Others,1,0,Others,1,SINGAPORE,7.21,2.02,48,0
C2B,1,0,Others,46,SINGAPORE,81.5,20.38,36,0
EPX,0,0,Cancellation Plan,17,Others,10.0,0.0,28,0
EPX,0,0,Cancellation Plan,16,CHINA,40.0,0.0,36,0
C2B,1,0,Others,6,SINGAPORE,18.0,4.5,69,0
EPX,0,0,2 way Comprehensive Plan,19,Others,20.0,0.0,36,0
EPX,0,0,Cancellation Plan,9,THAILAND,30.0,0.0,36,0
EPX,0,0,Cancellation Plan,8,Others,15.0,0.0,28,0
EPX,0,0,Cancellation Plan,10,THAILAND,18.0,0.0,24,0
EPX,0,0,2 way Comprehensive Plan,5,Others,20.0,0.0,34,0
CWT,0,0,Rental Vehicle Excess Insurance,47,MALAYSIA,0.0,23.76,56,0
EPX,0,0,Cancellation Plan,31,Others,80.0,0.0,36,0
Others,0,1,Others,78,THAILAND,29.0,9.57,59,0
C2B,1,0,Others,40,SINGAPORE,63.5,15.88,27,1
EPX,0,0,2 way Comprehensive Plan,46,Others,106.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,19,Others,53.0,0.0,36,0
JZI,1,0,Others,14,Others,18.0,6.3,42,0
EPX,0,0,Cancellation Plan,29,MALAYSIA,14.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,63,Others,63.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,13,Others,19.8,11.88,40,0
EPX,0,0,Cancellation Plan,13,Others,10.0,0.0,35,0
EPX,0,0,2 way Comprehensive Plan,43,Others,20.0,0.0,31,0
EPX,0,0,2 way Comprehensive Plan,32,Others,20.0,0.0,55,0
C2B,1,0,Others,21,SINGAPORE,29.5,7.38,60,0
EPX,0,0,Cancellation Plan,1,Others,10.0,0.0,36,0
EPX,0,0,Cancellation Plan,49,THAILAND,12.0,0.0,35,0
JZI,1,0,Others,14,CHINA,35.0,12.25,54,0
C2B,1,0,Others,5,SINGAPORE,25.9,6.47,42,0
EPX,0,0,Cancellation Plan,16,Others,15.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,15,MALAYSIA,20.0,0.0,36,0
EPX,0,0,Others,9,Others,36.0,0.0,36,0
C2B,1,0,Others,9,SINGAPORE,27.0,6.75,27,0
EPX,0,0,Cancellation Plan,25,Others,80.0,0.0,34,0
C2B,1,0,Others,10,SINGAPORE,21.0,5.25,25,0
EPX,0,0,2 way Comprehensive Plan,25,Others,20.0,0.0,36,0
EPX,0,0,Cancellation Plan,45,Others,10.0,0.0,36,0
Others,0,0,Others,9,THAILAND,34.4,22.36,29,0
EPX,0,0,Cancellation Plan,51,Others,20.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,9,Others,30.0,0.0,36,0
EPX,0,0,Cancellation Plan,22,MALAYSIA,12.0,0.0,36,0
C2B,1,0,Others,6,SINGAPORE,11.5,2.88,36,0
EPX,0,0,Cancellation Plan,8,Others,49.0,0.0,36,0
EPX,0,0,Cancellation Plan,31,MALAYSIA,10.0,0.0,42,0
CWT,0,0,Rental Vehicle Excess Insurance,41,Others,19.8,11.88,49,0
EPX,0,0,2 way Comprehensive Plan,46,Others,26.0,0.0,36,0
JZI,1,0,Others,13,Others,18.0,6.3,16,0
JZI,1,0,Others,19,Others,96.0,33.6,37,0
EPX,0,0,Cancellation Plan,61,Others,80.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,5,Others,19.8,11.88,61,0
JZI,1,0,Others,42,Others,35.0,12.25,36,0
EPX,0,0,Others,2,THAILAND,20.0,0.0,23,0
JZI,1,0,Others,9,Others,49.0,17.15,35,0
EPX,0,0,Cancellation Plan,52,Others,10.0,0.0,36,0
EPX,0,0,Cancellation Plan,15,Others,25.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,30,Others,29.7,17.82,36,0
EPX,0,0,2 way Comprehensive Plan,23,Others,73.0,0.0,51,0
EPX,0,0,2 way Comprehensive Plan,11,Others,26.0,0.0,36,0
C2B,1,0,Others,64,SINGAPORE,71.0,17.75,33,1
EPX,0,0,2 way Comprehensive Plan,74,Others,20.0,0.0,36,0
EPX,0,0,Cancellation Plan,13,Others,10.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,68,Others,49.5,29.7,41,0
EPX,0,0,2 way Comprehensive Plan,56,Others,26.0,0.0,36,0
EPX,0,0,Cancellation Plan,18,MALAYSIA,10.0,0.0,30,0
EPX,0,0,Cancellation Plan,80,Others,13.0,0.0,56,0
EPX,0,0,Cancellation Plan,25,Others,80.0,0.0,61,0
EPX,0,0,Cancellation Plan,30,Others,80.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,6,MALAYSIA,39.6,23.76,54,0
CWT,0,0,Rental Vehicle Excess Insurance,5,MALAYSIA,29.7,17.82,56,0
EPX,0,0,Others,9,MALAYSIA,20.0,0.0,45,0
EPX,0,0,2 way Comprehensive Plan,12,Others,46.0,0.0,40,0
EPX,0,0,2 way Comprehensive Plan,32,Others,70.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,21,Others,20.0,0.0,30,0
EPX,0,0,Others,50,Others,22.0,0.0,36,0
EPX,0,0,Cancellation Plan,48,SINGAPORE,10.0,0.0,36,0
C2B,1,0,Others,7,SINGAPORE,16.0,4.0,30,0
Others,1,0,Others,6,Others,15.0,6.0,29,0
EPX,0,0,2 way Comprehensive Plan,71,Others,20.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,27,THAILAND,37.0,0.0,60,0
EPX,0,0,2 way Comprehensive Plan,17,Others,24.0,0.0,36,0
EPX,0,0,Cancellation Plan,1,THAILAND,13.0,0.0,61,0
EPX,0,0,2 way Comprehensive Plan,25,Others,73.0,0.0,36,0
Others,0,1,Others,67,THAILAND,29.0,9.57,51,0
EPX,0,0,Cancellation Plan,22,Others,15.0,0.0,36,0
C2B,1,0,Others,27,SINGAPORE,63.0,15.75,11,0
JZI,1,0,Others,13,Others,45.0,15.75,50,0
EPX,0,0,Cancellation Plan,53,THAILAND,64.0,0.0,36,0
C2B,1,0,Others,7,SINGAPORE,13.5,3.38,44,0
EPX,0,0,2 way Comprehensive Plan,60,Others,101.0,0.0,36,0
EPX,0,0,Cancellation Plan,84,THAILAND,10.0,0.0,27,0
EPX,0,0,Cancellation Plan,6,Others,22.0,0.0,36,0
C2B,1,0,Others,22,SINGAPORE,144.0,36.0,37,0
C2B,1,0,Others,13,SINGAPORE,62.25,15.56,27,0
C2B,1,0,Others,7,SINGAPORE,25.0,6.25,27,1
EPX,0,0,2 way Comprehensive Plan,25,Others,29.0,0.0,36,0
EPX,0,0,Cancellation Plan,11,Others,22.0,0.0,41,0
JZI,1,0,Others,18,Others,35.0,12.25,46,0
EPX,0,0,Cancellation Plan,4,Others,19.0,0.0,36,0
EPX,0,0,Cancellation Plan,35,Others,11.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,29,THAILAND,59.4,35.64,45,0
CWT,0,0,Rental Vehicle Excess Insurance,25,Others,108.9,65.34,52,0
EPX,0,0,Cancellation Plan,57,THAILAND,11.0,0.0,28,0
CWT,0,0,Rental Vehicle Excess Insurance,71,Others,9.9,5.94,31,0
EPX,0,0,2 way Comprehensive Plan,11,Others,20.0,0.0,36,0
JZI,1,0,Others,7,MALAYSIA,18.0,6.3,42,0
EPX,0,0,2 way Comprehensive Plan,20,CHINA,62.0,0.0,36,0
JZI,1,0,Others,19,Others,18.0,6.3,35,0
EPX,0,0,2 way Comprehensive Plan,24,Others,20.0,0.0,35,0
CWT,0,0,Rental Vehicle Excess Insurance,54,Others,49.5,29.7,65,0
EPX,0,0,2 way Comprehensive Plan,49,Others,27.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,24,Others,40.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,47,SINGAPORE,112.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,6,Others,23.0,0.0,38,0
EPX,0,0,Cancellation Plan,6,SINGAPORE,51.0,0.0,39,0
CWT,0,0,Rental Vehicle Excess Insurance,28,MALAYSIA,19.8,11.88,55,0
EPX,0,0,2 way Comprehensive Plan,4,Others,52.0,0.0,36,0
C2B,1,0,Others,47,SINGAPORE,20.0,5.0,24,0
EPX,0,0,Cancellation Plan,43,Others,114.0,0.0,36,0
C2B,1,0,Others,5,SINGAPORE,18.5,4.63,37,0
EPX,0,0,Cancellation Plan,10,CHINA,56.0,0.0,36,0
C2B,1,0,Others,53,SINGAPORE,63.5,15.88,28,0
EPX,0,0,2 way Comprehensive Plan,13,Others,26.0,0.0,43,0
EPX,0,0,2 way Comprehensive Plan,84,CHINA,32.0,0.0,36,0
JZI,1,0,Others,15,Others,44.0,15.4,42,0
CWT,0,0,Rental Vehicle Excess Insurance,10,Others,39.6,23.76,40,0
EPX,0,0,Cancellation Plan,27,Others,18.0,0.0,36,0
EPX,0,0,Others,12,Others,25.0,0.0,36,0
EPX,0,0,Cancellation Plan,7,Others,32.0,0.0,53,0
EPX,0,0,2 way Comprehensive Plan,17,Others,22.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,60,Others,47.0,0.0,36,0
EPX,0,0,Cancellation Plan,20,Others,17.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,10,Others,28.0,0.0,36,0
JZI,1,0,Others,27,Others,26.0,9.1,50,0
EPX,0,0,Cancellation Plan,34,Others,38.0,0.0,36,0
C2B,1,0,Others,12,SINGAPORE,25.0,6.25,77,0
JZI,1,0,Others,29,Others,18.0,6.3,33,0
EPX,0,0,Cancellation Plan,63,Others,80.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,59,Others,95.0,0.0,52,0
C2B,1,0,Others,19,SINGAPORE,16.0,4.0,36,0
JZI,1,0,Others,7,Others,18.0,6.3,53,0
EPX,0,0,Cancellation Plan,32,Others,80.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,46,Others,29.0,0.0,36,0
EPX,0,0,Cancellation Plan,8,Others,10.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,40,Others,39.6,23.76,25,0
C2B,1,0,Others,6,SINGAPORE,17.55,4.39,42,0
EPX,0,0,2 way Comprehensive Plan,14,Others,20.0,0.0,39,0
Others,0,0,Others,29,Others,95.0,36.1,48,0
JZI,1,0,Others,32,CHINA,45.0,15.75,45,0
EPX,0,0,Cancellation Plan,3,CHINA,18.0,0.0,36,0
C2B,1,0,Others,3,SINGAPORE,11.5,2.88,26,0
CWT,0,0,Rental Vehicle Excess Insurance,47,Others,79.2,47.52,43,0
CWT,0,0,Rental Vehicle Excess Insurance,11,Others,99.0,59.4,42,0
C2B,1,0,Others,30,SINGAPORE,13.5,3.38,29,0
EPX,0,0,Cancellation Plan,92,Others,19.0,0.0,53,0
Others,1,0,Others,5,Others,15.0,6.0,29,0
EPX,0,0,2 way Comprehensive Plan,9,CHINA,36.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,19,Others,20.0,0.0,36,0
JZI,1,0,Others,8,Others,26.0,9.1,29,0
JZI,1,0,Others,52,MALAYSIA,35.0,12.25,35,0
JZI,1,0,Others,37,Others,45.0,15.75,28,0
Others,0,1,Others,10,THAILAND,30.0,10.5,66,0
CWT,0,0,Rental Vehicle Excess Insurance,25,Others,108.9,65.34,54,0
C2B,1,0,Others,25,SINGAPORE,53.0,13.25,38,0
EPX,0,0,Cancellation Plan,10,Others,54.0,0.0,38,0
EPX,0,0,Cancellation Plan,7,Others,29.0,0.0,36,0
EPX,0,0,Cancellation Plan,16,Others,80.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,9,Others,29.7,17.82,35,0
CWT,0,0,Rental Vehicle Excess Insurance,3,Others,29.7,17.82,30,0
EPX,0,0,Cancellation Plan,14,Others,10.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,10,Others,24.0,0.0,36,0
JZI,1,0,Others,4,Others,22.0,7.7,54,0
EPX,0,0,2 way Comprehensive Plan,61,Others,86.0,0.0,36,0
EPX,0,0,Cancellation Plan,6,MALAYSIA,17.0,0.0,36,0
EPX,0,0,2 way Comprehensive Plan,10,MALAYSIA,20.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,14,Others,19.8,11.88,36,0
JZI,1,0,Others,8,CHINA,22.0,7.7,43,0
C2B,1,0,Others,27,SINGAPORE,45.5,11.38,31,0
JZI,1,0,Others,1,THAILAND,18.0,6.3,73,0
Others,1,0,Others,2,SINGAPORE,8.7,3.04,48,0
EPX,0,0,2 way Comprehensive Plan,12,THAILAND,38.0,0.0,43,0
EPX,0,0,Cancellation Plan,20,Others,65.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,43,Others,49.5,29.7,39,0
EPX,0,0,2 way Comprehensive Plan,5,THAILAND,29.0,0.0,37,0
Others,1,0,Others,5,SINGAPORE,1.29,0.36,48,0
EPX,0,0,Cancellation Plan,37,Others,12.0,0.0,36,0
CWT,0,0,Rental Vehicle Excess Insurance,80,Others,99.0,59.4,32,0
